"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"abode:house" "kid:child" "sofa:chair" "pants:trousers" "kid:child" "pants:trousers"
"restroom:bathroom" "careful:cautious" "seat:chair" "beautiful:pretty" "seat:chair" "beautiful:pretty"
"kid:child" "dream:fantasize" "stick:attach" "spectacles:glasses" "spectacles:glasses" "kid:child"
"sweets:candy" "house:abode" "tedious:monotonous" "old:mature" "sweets:candy" "tedious:monotonous"
"boat:ship" "cellphone:mobile" "flammable:inflammable" "seat:chair" "seat:chair" "boat:ship"
"make:manufacture" "large:big" "candy:sweets" "clean:tidy" "large:big" "candy:sweets"
"bathroom:lavatory" "big:large" "glass:cup" "careful:cautious" "glass:cup" "bathroom:lavatory"
"pants:trousers" "spin:twirl" "sleep:doze" "music:tunes" "music:tunes" "pants:trousers"
"room:chamber" "house:dwelling" "urban:city" "house:home" "house:dwelling" "urban:city"
"teach:instruct" "dress:frock" "restroom:bathroom" "abode:house" "teach:instruct" "dress:frock"
"pretty:beautiful" "sofa:chair" "organization:club" "cute:adorable" "pretty:beautiful" "organization:club"
"raise:elevate" "ugly:hideous" "option:choice" "couch:sofa" "option:choice" "ugly:hideous"
"run:sprint" "bathroom:restroom" "spectacles:glasses" "tedious:monotonous" "spectacles:glasses" "tedious:monotonous"
"sleep:doze" "ugly:hideous" "couch:sofa" "boat:ship" "boat:ship" "ugly:hideous"
"sofa:chair" "house:dwelling" "run:sprint" "house:home" "house:dwelling" "house:home"
"spin:twirl" "old:mature" "make:manufacture" "pretty:beautiful" "pretty:beautiful" "make:manufacture"
"cute:adorable" "sweets:candy" "large:big" "clean:tidy" "large:big" "sweets:candy"
"music:tunes" "pants:trousers" "bathroom:lavatory" "room:chamber" "music:tunes" "pants:trousers"
"beautiful:pretty" "candy:sweets" "stick:attach" "teach:instruct" "candy:sweets" "teach:instruct"
"glass:cup" "cellphone:mobile" "house:abode" "careful:cautious" "glass:cup" "house:abode"
"bathroom:restroom" "kid:child" "raise:elevate" "option:choice" "kid:child" "option:choice"
"big:large" "urban:city" "seat:chair" "restroom:bathroom" "urban:city" "seat:chair"
"dress:frock" "organization:club" "dream:fantasize" "abode:house" "organization:club" "dream:fantasize"
"flammable:inflammable" "stick:attach" "sofa:chair" "house:dwelling" "house:dwelling" "sofa:chair"
"large:big" "sleep:doze" "cellphone:mobile" "organization:club" "large:big" "organization:club"
"teach:instruct" "bathroom:restroom" "pretty:beautiful" "dream:fantasize" "teach:instruct" "pretty:beautiful"
"big:large" "flammable:inflammable" "careful:cautious" "old:mature" "flammable:inflammable" "old:mature"
"clean:tidy" "raise:elevate" "run:sprint" "ugly:hideous" "ugly:hideous" "run:sprint"
"pants:trousers" "house:abode" "restroom:bathroom" "dress:frock" "pants:trousers" "dress:frock"
"spectacles:glasses" "couch:sofa" "spin:twirl" "glass:cup" "spectacles:glasses" "glass:cup"
"cute:adorable" "sweets:candy" "house:home" "abode:house" "house:home" "sweets:candy"
"kid:child" "option:choice" "beautiful:pretty" "room:chamber" "kid:child" "option:choice"
"music:tunes" "bathroom:lavatory" "urban:city" "make:manufacture" "music:tunes" "urban:city"
"candy:sweets" "boat:ship" "seat:chair" "tedious:monotonous" "candy:sweets" "seat:chair"
"sleep:doze" "house:home" "bathroom:restroom" "make:manufacture" "house:home" "sleep:doze"
"careful:cautious" "abode:house" "sweets:candy" "beautiful:pretty" "sweets:candy" "beautiful:pretty"
"glass:cup" "spin:twirl" "tedious:monotonous" "large:big" "large:big" "glass:cup"
"pants:trousers" "spectacles:glasses" "seat:chair" "clean:tidy" "seat:chair" "spectacles:glasses"
"dress:frock" "organization:club" "music:tunes" "cute:adorable" "music:tunes" "organization:club"
"house:dwelling" "big:large" "pretty:beautiful" "raise:elevate" "house:dwelling" "pretty:beautiful"
"couch:sofa" "stick:attach" "cellphone:mobile" "restroom:bathroom" "stick:attach" "couch:sofa"
"kid:child" "sofa:chair" "room:chamber" "teach:instruct" "kid:child" "teach:instruct"
"flammable:inflammable" "house:abode" "run:sprint" "old:mature" "flammable:inflammable" "run:sprint"
"candy:sweets" "option:choice" "urban:city" "boat:ship" "candy:sweets" "urban:city"
"ugly:hideous" "dream:fantasize" "bathroom:lavatory" "glass:cup" "glass:cup" "dream:fantasize"
"sweets:candy" "run:sprint" "beautiful:pretty" "boat:ship" "boat:ship" "sweets:candy"
"tedious:monotonous" "large:big" "bathroom:restroom" "kid:child" "large:big" "kid:child"
"make:manufacture" "careful:cautious" "urban:city" "old:mature" "urban:city" "make:manufacture"
"teach:instruct" "raise:elevate" "bathroom:lavatory" "seat:chair" "seat:chair" "teach:instruct"
"house:dwelling" "couch:sofa" "dress:frock" "restroom:bathroom" "house:dwelling" "dress:frock"
"candy:sweets" "dream:fantasize" "big:large" "spin:twirl" "candy:sweets" "dream:fantasize"
"stick:attach" "clean:tidy" "music:tunes" "cellphone:mobile" "music:tunes" "stick:attach"
"sleep:doze" "ugly:hideous" "house:abode" "cute:adorable" "ugly:hideous" "sleep:doze"
"spectacles:glasses" "room:chamber" "flammable:inflammable" "organization:club" "spectacles:glasses" "organization:club"
"option:choice" "pants:trousers" "pretty:beautiful" "house:home" "option:choice" "house:home"
"sofa:chair" "abode:house" "glass:cup" "raise:elevate" "glass:cup" "sofa:chair"
