"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"couch:sofa" "stick:attach" "cellphone:mobile" "restroom:bathroom" "stick:attach" "couch:sofa"
"kid:child" "sofa:chair" "room:chamber" "teach:instruct" "room:chamber" "teach:instruct"
"flammable:inflammable" "house:abode" "run:sprint" "old:mature" "flammable:inflammable" "run:sprint"
"candy:sweets" "option:choice" "urban:city" "boat:ship" "option:choice" "urban:city"
"ugly:hideous" "dream:fantasize" "bathroom:lavatory" "glass:cup" "ugly:hideous" "glass:cup"
"sweets:candy" "run:sprint" "beautiful:pretty" "boat:ship" "sweets:candy" "beautiful:pretty"
"tedious:monotonous" "large:big" "bathroom:restroom" "kid:child" "tedious:monotonous" "kid:child"
"make:manufacture" "careful:cautious" "urban:city" "old:mature" "urban:city" "make:manufacture"
"teach:instruct" "raise:elevate" "bathroom:lavatory" "seat:chair" "seat:chair" "teach:instruct"
"house:dwelling" "couch:sofa" "dress:frock" "restroom:bathroom" "house:dwelling" "dress:frock"
"candy:sweets" "dream:fantasize" "big:large" "spin:twirl" "big:large" "candy:sweets"
"stick:attach" "clean:tidy" "music:tunes" "cellphone:mobile" "stick:attach" "clean:tidy"
"sleep:doze" "ugly:hideous" "house:abode" "cute:adorable" "ugly:hideous" "sleep:doze"
"spectacles:glasses" "room:chamber" "flammable:inflammable" "organization:club" "room:chamber" "flammable:inflammable"
"option:choice" "pants:trousers" "pretty:beautiful" "house:home" "house:home" "option:choice"
"sofa:chair" "abode:house" "glass:cup" "raise:elevate" "glass:cup" "raise:elevate"
