"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"sleep:doze" "careful:cautious" "teach:instruct" "run:sprint" "careful:cautious" "teach:instruct"
"house:home" "kid:child" "bathroom:lavatory" "clean:tidy" "house:home" "clean:tidy"
"cellphone:mobile" "candy:sweets" "old:mature" "couch:sofa" "couch:sofa" "old:mature"
"stick:attach" "bathroom:restroom" "abode:house" "sofa:chair" "sofa:chair" "stick:attach"
"sleep:doze" "music:tunes" "ugly:hideous" "room:chamber" "room:chamber" "music:tunes"
"careful:cautious" "option:choice" "beautiful:pretty" "house:abode" "beautiful:pretty" "careful:cautious"
"cute:adorable" "urban:city" "restroom:bathroom" "raise:elevate" "urban:city" "raise:elevate"
"flammable:inflammable" "make:manufacture" "seat:chair" "large:big" "large:big" "seat:chair"
"big:large" "dress:frock" "spectacles:glasses" "sweets:candy" "big:large" "dress:frock"
"pretty:beautiful" "spin:twirl" "house:dwelling" "pants:trousers" "house:dwelling" "pretty:beautiful"
"glass:cup" "dream:fantasize" "organization:club" "boat:ship" "organization:club" "boat:ship"
"tedious:monotonous" "big:large" "cellphone:mobile" "abode:house" "tedious:monotonous" "big:large"
"cute:adorable" "seat:chair" "music:tunes" "dream:fantasize" "seat:chair" "music:tunes"
"urban:city" "large:big" "pants:trousers" "house:home" "house:home" "large:big"
"house:dwelling" "ugly:hideous" "spectacles:glasses" "raise:elevate" "house:dwelling" "raise:elevate"
"house:abode" "boat:ship" "make:manufacture" "teach:instruct" "teach:instruct" "boat:ship"
"couch:sofa" "option:choice" "old:mature" "beautiful:pretty" "beautiful:pretty" "option:choice"
"pretty:beautiful" "flammable:inflammable" "kid:child" "candy:sweets" "kid:child" "pretty:beautiful"
"run:sprint" "room:chamber" "spin:twirl" "tedious:monotonous" "room:chamber" "tedious:monotonous"
"organization:club" "bathroom:restroom" "sofa:chair" "sweets:candy" "organization:club" "sweets:candy"
"clean:tidy" "careful:cautious" "dress:frock" "glass:cup" "careful:cautious" "clean:tidy"
"bathroom:lavatory" "restroom:bathroom" "sleep:doze" "stick:attach" "bathroom:lavatory" "stick:attach"
"glass:cup" "house:abode" "boat:ship" "dream:fantasize" "boat:ship" "glass:cup"
"teach:instruct" "couch:sofa" "sleep:doze" "flammable:inflammable" "teach:instruct" "sleep:doze"
"house:dwelling" "pretty:beautiful" "organization:club" "option:choice" "house:dwelling" "option:choice"
"ugly:hideous" "sweets:candy" "spectacles:glasses" "bathroom:restroom" "sweets:candy" "ugly:hideous"
"urban:city" "candy:sweets" "make:manufacture" "tedious:monotonous" "urban:city" "tedious:monotonous"
"beautiful:pretty" "large:big" "cellphone:mobile" "raise:elevate" "beautiful:pretty" "large:big"
"bathroom:lavatory" "room:chamber" "clean:tidy" "cute:adorable" "room:chamber" "clean:tidy"
"music:tunes" "big:large" "house:home" "run:sprint" "house:home" "big:large"
"old:mature" "spin:twirl" "stick:attach" "dress:frock" "dress:frock" "stick:attach"
"abode:house" "kid:child" "sofa:chair" "pants:trousers" "kid:child" "sofa:chair"
"restroom:bathroom" "careful:cautious" "seat:chair" "beautiful:pretty" "beautiful:pretty" "careful:cautious"
"kid:child" "dream:fantasize" "stick:attach" "spectacles:glasses" "kid:child" "stick:attach"
"sweets:candy" "house:abode" "tedious:monotonous" "old:mature" "tedious:monotonous" "sweets:candy"
"boat:ship" "cellphone:mobile" "flammable:inflammable" "seat:chair" "seat:chair" "boat:ship"
"make:manufacture" "large:big" "candy:sweets" "clean:tidy" "large:big" "clean:tidy"
"bathroom:lavatory" "big:large" "glass:cup" "careful:cautious" "careful:cautious" "big:large"
"pants:trousers" "spin:twirl" "sleep:doze" "music:tunes" "music:tunes" "sleep:doze"
"room:chamber" "house:dwelling" "urban:city" "house:home" "house:dwelling" "room:chamber"
"teach:instruct" "dress:frock" "restroom:bathroom" "abode:house" "teach:instruct" "dress:frock"
"pretty:beautiful" "sofa:chair" "organization:club" "cute:adorable" "organization:club" "pretty:beautiful"
"raise:elevate" "ugly:hideous" "option:choice" "couch:sofa" "option:choice" "raise:elevate"
"run:sprint" "bathroom:restroom" "spectacles:glasses" "tedious:monotonous" "tedious:monotonous" "spectacles:glasses"
"sleep:doze" "ugly:hideous" "couch:sofa" "boat:ship" "boat:ship" "ugly:hideous"
"sofa:chair" "house:dwelling" "run:sprint" "house:home" "house:dwelling" "house:home"
"spin:twirl" "old:mature" "make:manufacture" "pretty:beautiful" "pretty:beautiful" "make:manufacture"
"cute:adorable" "sweets:candy" "large:big" "clean:tidy" "large:big" "clean:tidy"
"music:tunes" "pants:trousers" "bathroom:lavatory" "room:chamber" "room:chamber" "music:tunes"
"beautiful:pretty" "candy:sweets" "stick:attach" "teach:instruct" "beautiful:pretty" "teach:instruct"
"glass:cup" "cellphone:mobile" "house:abode" "careful:cautious" "careful:cautious" "glass:cup"
"bathroom:restroom" "kid:child" "raise:elevate" "option:choice" "option:choice" "raise:elevate"
"big:large" "urban:city" "seat:chair" "restroom:bathroom" "urban:city" "seat:chair"
"dress:frock" "organization:club" "dream:fantasize" "abode:house" "organization:club" "dress:frock"
"flammable:inflammable" "stick:attach" "sofa:chair" "house:dwelling" "house:dwelling" "sofa:chair"
"large:big" "sleep:doze" "cellphone:mobile" "organization:club" "large:big" "organization:club"
"teach:instruct" "bathroom:restroom" "pretty:beautiful" "dream:fantasize" "teach:instruct" "pretty:beautiful"
"big:large" "flammable:inflammable" "careful:cautious" "old:mature" "careful:cautious" "big:large"
"clean:tidy" "raise:elevate" "run:sprint" "ugly:hideous" "clean:tidy" "raise:elevate"
"pants:trousers" "house:abode" "restroom:bathroom" "dress:frock" "dress:frock" "house:abode"
"spectacles:glasses" "couch:sofa" "spin:twirl" "glass:cup" "glass:cup" "spectacles:glasses"
"cute:adorable" "sweets:candy" "house:home" "abode:house" "house:home" "sweets:candy"
"kid:child" "option:choice" "beautiful:pretty" "room:chamber" "beautiful:pretty" "room:chamber"
"music:tunes" "bathroom:lavatory" "urban:city" "make:manufacture" "urban:city" "music:tunes"
"candy:sweets" "boat:ship" "seat:chair" "tedious:monotonous" "tedious:monotonous" "seat:chair"
"sleep:doze" "house:home" "bathroom:restroom" "make:manufacture" "house:home" "sleep:doze"
"careful:cautious" "abode:house" "sweets:candy" "beautiful:pretty" "beautiful:pretty" "careful:cautious"
"glass:cup" "spin:twirl" "tedious:monotonous" "large:big" "large:big" "tedious:monotonous"
"pants:trousers" "spectacles:glasses" "seat:chair" "clean:tidy" "clean:tidy" "seat:chair"
"dress:frock" "organization:club" "music:tunes" "cute:adorable" "organization:club" "dress:frock"
"house:dwelling" "big:large" "pretty:beautiful" "raise:elevate" "house:dwelling" "big:large"
"couch:sofa" "stick:attach" "cellphone:mobile" "restroom:bathroom" "stick:attach" "couch:sofa"
"kid:child" "sofa:chair" "room:chamber" "teach:instruct" "room:chamber" "teach:instruct"
"flammable:inflammable" "house:abode" "run:sprint" "old:mature" "flammable:inflammable" "run:sprint"
"candy:sweets" "option:choice" "urban:city" "boat:ship" "urban:city" "option:choice"
"ugly:hideous" "dream:fantasize" "bathroom:lavatory" "glass:cup" "glass:cup" "ugly:hideous"
"sweets:candy" "run:sprint" "beautiful:pretty" "boat:ship" "beautiful:pretty" "boat:ship"
"tedious:monotonous" "large:big" "bathroom:restroom" "kid:child" "large:big" "tedious:monotonous"
"make:manufacture" "careful:cautious" "urban:city" "old:mature" "careful:cautious" "urban:city"
"teach:instruct" "raise:elevate" "bathroom:lavatory" "seat:chair" "seat:chair" "teach:instruct"
"house:dwelling" "couch:sofa" "dress:frock" "restroom:bathroom" "house:dwelling" "dress:frock"
"candy:sweets" "dream:fantasize" "big:large" "spin:twirl" "big:large" "dream:fantasize"
"stick:attach" "clean:tidy" "music:tunes" "cellphone:mobile" "clean:tidy" "music:tunes"
"sleep:doze" "ugly:hideous" "house:abode" "cute:adorable" "ugly:hideous" "sleep:doze"
"spectacles:glasses" "room:chamber" "flammable:inflammable" "organization:club" "room:chamber" "organization:club"
"option:choice" "pants:trousers" "pretty:beautiful" "house:home" "house:home" "option:choice"
"sofa:chair" "abode:house" "glass:cup" "raise:elevate" "raise:elevate" "sofa:chair"
